customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
2535-PBCGC,0,Female,0,1,0,70,0,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),64.55,4504.9,2.1219592373438525
2538-OIMXF,0,Female,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.7,24.7,0.8119658119658119
2541-YGPKE,0,Male,0,1,1,42,1,0,DSL,1,0,0,1,0,1,One year,0,Credit card (automatic),63.7,2763.35,2.094017094017094
2542-HYGIQ,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.95,19.95,0.655818540433925
2545-EBUPK,0,Female,1,0,0,2,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.05,186.05,2.7629848783694935
2545-LXYVJ,0,Male,0,1,0,72,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.7,1492.1,0.680473372781065
2546-KZAAT,0,Male,0,1,0,52,1,0,DSL,1,1,0,0,1,1,One year,1,Mailed check,75.4,3865.45,2.4786324786324787
2550-AEVRU,0,Female,0,1,1,57,1,0,DSL,1,1,0,0,0,0,One year,0,Electronic check,53.45,3053.0,1.75706771860618
2550-QHZGP,0,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,128.6,0.641025641025641
2558-BUOZZ,0,Male,0,0,0,47,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.8,4535.85,3.116370808678501
2560-PPCHE,0,Female,0,0,0,65,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),105.05,6744.25,3.4533201840894145
2560-QTSBS,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),23.3,1623.15,0.7659434582511505
2560-WBWXF,0,Male,0,0,0,68,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.15,1498.85,0.7938856015779092
2565-JSLRY,1,Male,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.05,24.05,0.7905982905982906
2568-BRGYX,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.2,237.95,2.3076923076923075
2568-OIADY,1,Female,0,1,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.5,3762.0,3.2708744247205783
2569-WGERO,0,Female,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),21.15,1419.4,0.695266272189349
2573-GYRUU,0,Male,1,1,0,48,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),91.05,4370.75,2.9930966469428006
2575-GFSOE,1,Female,0,1,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.0,506.9,2.2682445759368837
2576-HXMPA,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.55,19.55,0.6426692965154504
2577-GVSIL,0,Male,0,1,1,35,1,1,DSL,0,0,0,1,1,1,One year,1,Bank transfer (automatic),73.45,2661.1,2.4145299145299144
2578-JQPHZ,0,Male,0,0,0,44,1,0,Fiber optic,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),100.1,4378.35,3.29059829059829
2580-ASVVY,0,Female,0,1,0,37,0,0,DSL,1,0,0,1,1,0,Two year,0,Electronic check,45.4,1593.1,1.492439184746877
2580-ATZSQ,0,Female,0,1,1,65,1,0,DSL,1,1,1,0,0,0,One year,0,Bank transfer (automatic),61.35,3874.1,2.016765285996055
2581-VKIRT,0,Female,0,1,1,59,1,1,DSL,1,1,0,1,0,0,One year,0,Mailed check,65.5,3801.3,2.15318869165023
2582-FFFZR,0,Female,0,0,0,22,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.6,1073.3,1.663379355687048
2585-KTFRE,0,Male,0,0,1,1,1,0,DSL,1,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),70.45,70.45,2.315910585141354
2586-CWXVV,0,Male,0,1,0,54,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,30.4,1621.35,0.9993425378040761
2587-EKXTS,0,Male,0,0,0,44,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,111.5,4915.15,3.665351742274819
2587-YNLES,0,Female,0,1,1,6,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.1,100.35,0.6607495069033531
2589-AYCRP,0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,989.05,0.6492439184746877
2592-HODOV,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,0.6344510190664037
2592-SEIFQ,1,Male,0,0,0,3,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,66.95,0.8136094674556212
2592-YKDIF,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.35,20.35,0.6689677843523998
2595-KIWPV,0,Male,0,0,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.7,509.3,0.6476002629848783
2599-CIPQE,0,Male,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),109.3,7782.85,3.593030900723208
2599-CZABP,0,Male,0,1,0,14,1,0,DSL,0,0,0,0,0,0,One year,0,Electronic check,44.6,641.25,1.4661406969099275
2603-HVKCG,0,Male,0,0,0,31,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,101.4,3143.65,3.3333333333333335
2604-IJPDU,0,Female,0,1,0,20,1,0,Fiber optic,1,1,0,1,1,0,Month-to-month,1,Electronic check,96.55,1901.65,3.1738987508218273
2604-XVDAM,0,Female,0,0,0,12,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),43.8,540.95,1.439842209072978
2606-PKWJB,0,Male,0,0,1,40,0,0,DSL,1,1,0,1,0,0,One year,0,Mailed check,40.25,1564.05,1.3231426692965154
2606-RMDHZ,1,Male,0,0,0,6,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),30.5,208.7,1.0026298487836949
2607-DHDAK,0,Male,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,1414.65,0.650887573964497
2607-FBDFF,0,Male,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),49.0,49.0,1.610782380013149
2608-BHKFN,1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),70.05,266.9,2.3027613412228796
2609-IAICY,1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,77.15,77.15,2.5361604207758055
2612-PHGOX,0,Male,0,1,0,64,1,1,DSL,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),76.1,4818.8,2.501643655489809
2612-RANWT,1,Female,0,0,0,12,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,3.2922419460881
2612-RRIDN,1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.0,340.85,2.662721893491124
2615-YVMYX,0,Male,1,1,0,71,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,107.5,7713.55,3.5338593030900722
2616-FLVQC,0,Male,0,0,0,64,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.55,1240.15,0.6426692965154504
2616-UUTFK,0,Male,0,1,0,33,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,2.3915187376725835
2619-WFQWU,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.15,70.15,2.3060486522024983
2621-UDNLU,0,Female,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.85,72.0,0.6854043392504932
2623-DRYAM,0,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.75,7069.3,3.3448389217619985
2625-TRCZQ,0,Female,0,1,0,51,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,49.65,2553.35,1.6321499013806704
2626-URJFX,1,Male,0,1,1,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.9,225.6,1.6732412886259038
2626-VEEWG,0,Male,0,1,1,67,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.4,1284.2,0.6377383300460223
2632-IVXVF,0,Female,0,1,1,68,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),111.75,7511.3,3.673570019723866
2632-TACXW,0,Female,0,1,0,62,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,1416.75,0.7774490466798158
2632-UCGVD,1,Male,1,1,0,66,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.05,6871.9,3.288954635108481
2634-HCZGT,1,Male,1,1,0,53,1,1,DSL,1,0,0,1,0,0,One year,1,Electronic check,60.05,3229.65,1.9740302432610124
2636-ALXXZ,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.6,69.6,2.2879684418145954
2636-OHFMN,1,Male,0,1,0,4,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,48.55,201.0,1.5959894806048651
2636-SJDOU,0,Male,0,0,0,64,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),84.3,5289.05,2.77120315581854
2637-FKFSY,0,Female,0,1,0,3,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,46.1,130.15,1.5154503616042077
2639-UGMAZ,0,Male,1,0,0,71,0,0,DSL,1,1,0,0,1,1,One year,1,Electronic check,56.45,3985.35,1.8556870479947403
2640-LYMOV,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.65,38.8,0.645956607495069
2640-PMGFL,1,Male,0,0,1,27,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,79.5,2180.55,2.613412228796844
2642-DTVCO,1,Male,1,0,0,9,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.05,746.5,2.79585798816568
2642-MAWLJ,0,Female,0,1,1,36,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.25,717.95,0.665680473372781
2645-QTLMB,1,Male,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,3.098290598290598
2649-HWLYB,0,Male,0,1,0,65,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),76.15,4929.55,2.5032873109796188
2650-GYRYL,0,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.45,600.25,0.6393819855358316
2651-ZCBXV,0,Male,0,0,0,54,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),108.0,5760.65,3.5502958579881656
2654-VBVPB,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.9,19.9,0.6541748849441156
2656-FMOKZ,1,Female,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,74.45,1145.7,2.447403024326101
2656-TABEH,1,Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,3.293885601577909
2657-ALMWY,1,Female,1,1,0,26,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,84.95,2169.75,2.792570677186062
2657-VPXTA,0,Female,0,1,1,10,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,88.85,929.45,2.9207758053911896
2659-VXMWZ,1,Male,0,1,1,67,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,111.3,7482.1,3.6587771203155817
2660-EMUBI,1,Male,1,0,0,10,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.35,898.35,3.1344510190664034
2661-GKBTK,0,Male,0,1,1,60,1,0,DSL,0,1,0,1,1,1,Two year,0,Bank transfer (automatic),76.95,4543.95,2.529585798816568
2662-NNTDK,0,Male,0,0,0,65,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.8,1600.95,0.8152531229454306
2664-XJZNO,0,Male,0,1,1,72,1,0,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),104.9,7559.55,3.4483892176199866
2665-NPTGL,0,Female,1,1,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,3.224852071005917
2667-WYLWJ,1,Female,0,1,1,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.75,145.0,0.6492439184746877
2668-TZSPS,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.45,20.45,0.6722550953320183
2669-OIDSD,0,Female,0,1,0,48,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),100.05,4834.0,3.288954635108481
2669-QVCRG,0,Female,0,0,0,41,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),81.3,3190.65,2.67258382642998
2672-DZUOY,1,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,25.15,0.8267587113740958
2672-HUYVI,1,Female,0,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,455.3,2.99474030243261
2672-OJQZP,0,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.75,44.75,1.4710716633793557
2672-TGEFF,0,Female,0,1,1,37,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,88.8,3340.55,2.9191321499013805
2673-CXQEU,0,Female,1,0,0,56,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Electronic check,110.5,6139.5,3.6324786324786325
2673-ZALNP,0,Female,0,0,0,7,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,173.15,0.6541748849441156
2674-MIAHT,0,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,80.3,324.2,2.639710716633793
2674-MLXMN,0,Female,1,0,0,71,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.65,6951.15,3.2758053911900067
2675-DHUTR,0,Male,1,1,0,58,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,98.9,5780.7,3.2511505588428666
2675-IJRGJ,0,Male,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,978.0,0.645956607495069
2675-OTVVJ,0,Male,1,1,0,31,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.45,2807.65,2.9404996712689018
2676-ISHSF,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.3,20.3,0.6673241288625904
2676-OXPPQ,0,Male,0,0,0,6,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),55.7,335.65,1.8310322156476002
2676-SSLTO,0,Male,0,0,0,49,1,1,DSL,0,0,0,1,1,0,Two year,1,Bank transfer (automatic),66.15,3199.0,2.1745562130177514
2680-XKKNJ,0,Female,0,0,0,8,1,0,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),58.2,469.25,1.913214990138067
2682-KEVRP,0,Female,1,0,0,22,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,20.05,417.0,0.6591058514135437
2683-BPJSO,1,Male,0,1,0,29,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,84.45,2467.1,2.7761341222879685
2683-JXWQQ,0,Male,0,1,1,61,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,1.1045364891518739
2684-EIWEO,1,Female,1,0,0,30,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Credit card (automatic),91.7,2758.15,3.014464168310322
2685-SREOM,1,Female,0,1,1,25,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.1,2368.4,2.9289940828402363
2688-BHGOG,0,Male,1,0,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.55,718.55,2.615055884286653
2690-DVRVK,0,Male,0,1,1,5,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.55,99.45,0.6755424063116371
2691-NZETQ,1,Male,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.35,758.6,2.805719921104536
2692-AQCPF,0,Female,0,1,0,65,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Credit card (automatic),108.05,7118.9,3.5519395134779748
2692-BUCFV,0,Male,1,0,0,29,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,3.3349769888231426
2692-PFYTJ,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,25.75,25.75,0.846482577251808
2694-CIUMO,0,Female,0,0,0,12,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Credit card (automatic),79.55,958.25,2.615055884286653
2696-ECXKC,0,Female,0,1,1,55,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Mailed check,100.9,5448.6,3.31689677843524
2696-NARTR,1,Male,0,0,0,11,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,73.85,926.25,2.427679158448389
2696-RZVZW,0,Male,0,1,0,68,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1629.2,0.8234714003944773
2697-NQBPF,0,Male,0,0,0,34,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Electronic check,105.35,3540.65,3.4631821170282704
2700-LUEVA,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.75,20.75,0.6821170282708744
2703-AMTUL,0,Male,0,1,1,36,1,0,DSL,1,1,0,0,0,0,One year,0,Mailed check,53.65,1939.35,1.7636423405654174
2706-QZIHY,0,Female,0,1,0,15,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.2,387.9,0.8284023668639052
2709-UQGNP,0,Male,0,0,0,10,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,51.65,524.5,1.6978961209730439
2710-WYVXG,0,Female,0,0,0,3,1,0,DSL,1,1,0,1,0,1,Two year,0,Mailed check,71.1,213.35,2.3372781065088755
2712-SYWAY,0,Female,0,0,0,1,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.7,25.7,0.8448389217619986
2716-GFZOR,0,Male,0,1,0,43,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),86.1,3551.65,2.830374753451676
2717-HVIZY,0,Female,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,163.6,0.6591058514135437
2718-GAXQD,1,Female,1,1,1,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.0,181.6,1.5121630506245891
2718-YSKCS,0,Male,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.6,1387.45,0.6443129520052597
2719-BDAQO,1,Male,0,0,0,17,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,93.85,1625.65,3.0851413543721233
2720-FVBQP,0,Female,0,1,1,6,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.95,273.25,1.60913872452334
2720-WGKHP,1,Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.0,181.7,3.0900723208415513
2722-JMONI,1,Female,1,1,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.55,49.55,1.6288625904010519
2722-VOJQL,1,Male,0,0,0,64,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Credit card (automatic),105.65,6903.1,3.4730440499671267
2724-FJDYW,0,Male,0,0,1,39,0,0,DSL,0,0,1,1,1,1,One year,0,Bank transfer (automatic),54.85,2191.7,1.8030900723208414
2725-IWWBA,0,Male,0,1,1,46,1,0,DSL,1,0,1,1,0,0,One year,0,Mailed check,56.9,2560.1,1.8704799474030243
2725-KXXWT,1,Male,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.75,90.75,2.983234714003945
2725-TTRIQ,0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),84.2,5986.55,2.767915844838922
2729-VNVAP,0,Female,0,1,1,33,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.8,641.35,0.650887573964497
2731-GJRDG,0,Female,0,0,0,32,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Bank transfer (automatic),109.55,3608.0,3.601249178172255
2732-ISEZX,0,Female,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.5,104.3,0.6738987508218277
2737-WFVYW,1,Female,0,0,0,2,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,45.25,85.5,1.487508218277449
2737-YNGYW,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,80.55,184.1,2.64792899408284
2739-CACDQ,0,Female,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,2.7169625246548326
2739-CCZMB,0,Male,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.35,122.0,0.6689677843523998
2740-JFBOK,0,Male,0,0,0,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.0,226.55,0.7889546351084812
2740-TVLFN,0,Male,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.15,50.15,1.6485864562787638
2746-DIJLO,0,Female,0,0,0,41,1,1,DSL,0,1,0,0,0,0,One year,1,Credit card (automatic),56.3,2364.0,1.8507560815253121
2748-MYRVK,1,Female,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Bank transfer (automatic),99.9,6137.0,3.2840236686390534
2749-CTKAJ,0,Male,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.15,419.9,0.6623931623931623
2750-BJLSB,0,Female,0,0,0,47,1,0,Fiber optic,1,0,1,1,1,1,One year,1,Electronic check,103.7,4730.6,3.408941485864563
2753-JMMCV,0,Male,0,0,0,65,1,1,DSL,0,1,1,1,0,1,Two year,1,Credit card (automatic),74.2,4805.65,2.4391847468770544
2754-SDJRD,0,Female,1,0,0,8,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),100.15,908.55,3.2922419460881
2754-VDLTR,1,Male,0,0,1,10,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,95.2,930.4,3.1295200525969755
2754-XBHTB,1,Female,0,0,0,9,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),77.65,714.15,2.552596975673899
2758-RNWXS,0,Male,0,0,0,35,1,0,Fiber optic,1,0,0,1,0,1,One year,1,Electronic check,89.2,3251.3,2.932281393819855
2761-OCIAX,1,Male,1,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,165.4,2.455621301775148
2761-XECQW,0,Male,1,1,0,8,0,0,DSL,0,1,1,0,0,1,Month-to-month,1,Mailed check,43.35,371.4,1.4250493096646943
2770-NSVDG,0,Male,0,1,0,24,0,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,29.1,688.0,0.9566074950690335
2773-MADBQ,0,Female,0,0,0,36,0,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,53.1,1901.25,1.7455621301775148
2773-OVBPK,0,Male,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,7567.2,3.6587771203155817
2774-LVQUS,1,Female,1,1,0,15,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Electronic check,83.05,1258.3,2.7301117685733067
2775-SEFEE,0,Male,0,0,1,0,1,1,DSL,1,1,0,1,0,0,Two year,1,Bank transfer (automatic),61.9,0.0,2.0348454963839577
2777-PHDEI,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.05,78.05,2.565746219592373
2778-OCLGR,1,Male,1,1,0,24,0,0,DSL,1,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),39.1,971.3,1.2853385930309007
2782-JEEBU,0,Male,0,0,0,21,0,0,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,36.0,780.15,1.1834319526627217
2782-LFZVW,0,Female,0,0,0,11,1,1,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,58.95,601.6,1.9378698224852071
2786-GCDPI,0,Female,1,0,0,50,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.95,5222.35,3.4500328731097962
2788-CJQAQ,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.45,270.2,0.6393819855358316
2789-CZANW,0,Female,0,1,1,64,1,1,Fiber optic,1,1,0,1,1,1,Two year,0,Bank transfer (automatic),110.3,6997.3,3.625904010519395
2789-HQBOU,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.35,253.8,2.6413543721236024
2790-XUYMV,0,Male,0,0,1,71,1,1,Fiber optic,1,1,0,0,0,0,One year,1,Credit card (automatic),85.45,6028.95,2.8090072320841553
2791-SFVEW,0,Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.15,238.15,0.6623931623931623
2792-LSHWX,0,Female,0,0,0,1,1,0,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Mailed check,83.4,83.4,2.7416173570019726
2792-VPPET,0,Male,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,20.5,76.95,0.6738987508218277
2794-XIMMO,1,Male,0,1,0,53,0,0,DSL,0,1,1,1,1,1,One year,1,Electronic check,60.45,3184.25,1.9871794871794872
2796-NNUFI,0,Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.95,927.1,0.655818540433925
2796-UUZZO,0,Male,0,1,1,63,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),80.3,4896.35,2.639710716633793
2798-NYLMZ,0,Male,0,1,0,71,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.55,7616.0,3.568376068376068
2799-ARNLO,0,Female,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,2.2797501643655487
2799-TSLAG,0,Female,0,1,1,65,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.3,1748.55,0.831689677843524
